//Version: ScorePerfmMatch_v170104
// Score: ./14_hmm.txt
// Perfm: ./14_spr.txt
// fmt3x: ./14_fmt3x.txt
75	10.15	10.3792	C#4	61	80	0	0	188	P1-6-18	0	-
76	10.2875	10.4	E5	34	80	0	0	190	P1-6-10	0	-
77	10.35	10.5167	D4	76	80	0	0	192	P1-7-8	0	-
78	10.5875	10.7	F#4	53	80	0	0	196	P1-7-9	0	-
79	10.75	10.9583	A4	61	80	0	0	200	P1-7-3	0	-
80	10.75	10.9167	D4	69	80	0	0	200	P1-7-10	0	-
81	10.95	11.0792	F#4	55	80	0	0	204	P1-7-11	0	-
82	11.1292	11.8375	F#5	71	80	0	0	208	P1-7-5	0	-
83	11.15	11.3167	D4	69	80	0	0	208	P1-7-12	0	-
84	11.35	11.4375	F#4	53	80	0	0	212	P1-7-13	0	-
85	11.5667	11.7167	D4	69	80	0	0	216	P1-7-14	0	-
86	11.6083	11.7375	G5	44	80	0	0	216	P1-7-5	0	-
87	11.75	11.9	F#4	63	80	0	0	220	P1-7-15	0	-
88	11.7875	11.9375	E5	37	80	0	0	220	P1-7-6	0	-
89	11.8667	11.9792	D5	41	80	0	0	222	P1-7-7	0	-
90	11.95	12.1	E4	66	80	0	0	224	P1-8-8	0	-
91	12.0292	12.1792	C#5	32	80	0	0	224	P1-8-1	0	-
92	12.1875	12.3167	G4	60	80	0	0	228	P1-8-9	0	-
93	12.3292	12.4792	E4	63	80	0	0	232	P1-8-10	0	-
94	12.35	12.5583	A4	62	80	0	0	232	P1-8-3	0	-
95	12.5667	12.7167	G4	60	80	0	0	236	P1-8-11	0	-
96	12.75	12.8792	E4	74	80	0	0	240	P1-8-12	0	-
97	12.8083	12.9167	E5	36	80	0	0	240	P1-8-5	0	-
98	12.8667	12.9583	F#4	57	80	0	0	242	P1-8-13	0	-
99	12.9875	13.1167	G4	67	80	0	0	244	P1-8-14	0	-
100	13.0292	13.2375	F#4	81	80	0	0	246	P1-8-15	0	-
101	13.15	13.2792	E4	63	80	0	0	248	P1-8-16	0	-
102	13.2667	13.4167	D4	69	80	0	0	250	P1-8-17	0	-
103	13.35	13.5375	C#4	71	80	0	0	252	P1-8-18	0	-
104	13.5667	13.7583	A3	69	80	0	0	256	P1-9-8	0	-
105	13.6083	13.7167	E5	36	80	0	0	256	P1-9-1	0	-
106	13.7667	13.9375	C#4	63	80	0	0	260	P1-9-9	0	-
107	13.9667	14.1583	A3	69	80	0	0	264	P1-9-10	0	-
108	14.1667	14.3167	C#4	64	80	0	0	268	P1-9-11	0	-
109	14.35	14.5583	A3	76	80	0	0	272	P1-9-12	0	-
110	14.3667	14.6167	G5	45	80	0	0	272	P1-9-5	0	-
111	14.55	14.6375	A5	37	80	0	0	276	P1-9-5	1	-
112	14.5875	14.7167	C#4	63	80	0	0	276	P1-9-13	0	-
113	14.6667	14.8792	G5	41	80	0	0	280	P1-9-5	0	-
114	14.7083	14.9583	A5	56	80	0	0	-1	*	3	-
115	14.7875	14.9792	G3	96	80	0	0	280	P1-9-14	0	-
116	14.95	15.0583	G5	48	80	0	0	-1	*	3	-
117	14.9667	15.1375	F#5	73	80	0	0	284	P1-9-6	0	-
118	15.0083	15.1167	C#4	59	80	0	0	284	P1-9-15	0	-
119	15.1292	15.2375	E5	36	80	0	0	286	P1-9-7	0	-
120	15.1667	15.3583	F#3	100	80	0	0	288	P1-10-8	0	-
121	15.1667	15.3	D5	39	80	0	0	288	P1-10-1	0	-
122	15.3875	15.5375	D4	66	80	0	0	292	P1-10-9	0	-
123	15.5667	15.7583	F#3	100	80	0	0	296	P1-10-10	0	-
124	15.5875	15.8	A4	56	80	0	0	296	P1-10-3	0	-
125	15.7875	15.9375	D4	69	80	0	0	300	P1-10-11	0	-
126	15.95	16.1375	F#5	68	80	0	0	304	P1-10-5	0	-
127	15.9667	16.1583	F#3	109	80	0	0	304	P1-10-12	0	-
128	16.0875	16.2583	D3	99	80	0	0	306	P1-10-13	0	-
129	16.1667	16.2792	E4	54	80	0	0	308	P1-10-14	1	-
130	16.2667	16.4375	F#3	100	80	0	0	310	P1-10-15	0	-
131	16.3875	16.5375	G3	110	80	0	0	312	P1-10-16	0	-
132	16.4875	16.6792	A3	70	80	0	0	314	P1-10-17	0	-
133	16.6875	16.8375	C#4	75	80	0	0	318	P1-10-19	0	-
134	16.7667	16.9583	F#5	80	80	0	0	320	P1-11-1	0	-
135	16.7875	17.2375	D4	74	80	0	0	320	P1-11-17	0	-
136	17.0083	17.1583	E5	37	80	0	0	324	P1-11-3	0	-
137	17.0667	17.2583	F#5	74	80	0	0	326	P1-11-4	0	-
138	17.2083	17.4	G5	55	80	0	0	328	P1-11-5	0	-
139	17.2875	17.4792	A5	54	80	0	0	330	P1-11-6	0	-
140	17.4083	17.5792	B5	45	80	0	0	332	P1-11-7	0	-
141	17.5083	17.6167	C#6	34	80	0	0	334	P1-11-8	0	-
142	17.5875	17.7167	D6	45	80	0	0	336	P1-11-9	0	-
143	17.6875	17.8375	C#6	42	80	0	0	338	P1-11-10	0	-
144	17.8083	18.1375	A3	80	80	0	0	340	P1-11-21	0	-
145	17.8083	17.9792	B5	44	80	0	0	340	P1-11-11	0	-
146	17.8875	18.0167	A5	54	80	0	0	342	P1-11-12	0	-
147	17.9875	18.2	G5	55	80	0	0	344	P1-11-13	0	-
148	18.0875	18.2792	F#5	81	80	0	0	346	P1-11-14	0	-
149	18.1875	18.2958	A4	36	80	0	0	348	P1-11-25	1	-
150	18.2083	18.3583	F#3	75	80	0	0	348	P1-11-24	0	-
151	18.25	18.3375	E5	37	80	0	0	348	P1-11-15	0	-
152	18.3083	18.4375	D5	42	80	0	0	350	P1-11-16	0	-
153	18.3875	18.5167	E5	41	80	0	0	352	P1-12-1	0	-
154	18.4292	18.8583	G3	91	80	0	0	352	P1-12-17	0	-
155	18.5083	18.6792	F#5	71	80	0	0	354	P1-12-2	0	-
156	18.6083	18.7375	E5	37	80	0	0	356	P1-12-3	0	-
157	18.7292	18.9	D#5	41	80	0	0	358	P1-12-4	0	-
158	18.8292	18.9792	E5	41	80	0	0	360	P1-12-5	0	-
159	18.9083	19.0958	F#5	75	80	0	0	362	P1-12-6	0	-
160	19.0292	19.2167	G5	54	80	0	0	364	P1-12-7	0	-
161	19.1292	19.2583	A5	54	80	0	0	366	P1-12-8	0	-
162	19.2292	19.4	B5	44	80	0	0	368	P1-12-9	0	-
163	19.2875	19.5	A5	56	80	0	0	370	P1-12-10	0	-
164	19.4292	19.6167	G5	59	80	0	0	372	P1-12-11	0	-
165	19.5292	19.7	F#5	77	80	0	0	374	P1-12-12	0	-
166	19.6083	19.7958	G3	87	80	0	0	376	P1-12-23	0	-
167	19.6667	19.7583	B3	53	80	0	0	376	P1-12-24	0	-
168	19.6667	19.8167	E5	37	80	0	0	376	P1-12-13	0	-
169	19.75	19.8583	D5	41	80	0	0	378	P1-12-14	0	-
170	19.8875	19.9792	G#3	69	80	0	0	380	P1-12-25	0	-
171	19.95	20.0958	B4	53	80	0	0	382	P1-12-16	0	-
172	20.0292	20.1792	C#5	39	80	0	0	384	P1-13-1	0	-
173	20.05	20.2792	A3	81	80	0	0	384	P1-13-15	0	-
174	20.15	20.2375	D5	36	80	0	0	386	P1-13-2	0	-
175	20.2667	20.5167	G3	112	80	0	0	388	P1-13-16	0	-
176	20.35	20.5583	A4	61	80	0	0	390	P1-13-4	0	-
177	20.4292	20.5375	D5	37	80	0	0	392	P1-13-5	0	-
178	20.4667	20.6583	F#3	96	80	0	0	392	P1-13-17	0	-
179	20.6667	20.8792	D3	105	80	0	0	396	P1-13-18	0	-
180	20.85	21.1583	C#3	104	80	0	0	400	P1-13-19	0	-
181	20.85	21	G5	46	80	0	0	400	P1-13-7	0	-
182	20.9667	21.1167	A5	45	80	0	0	402	P1-13-8	0	-
183	21.05	21.1792	G5	46	80	0	0	404	P1-13-9	0	-
184	21.0875	21.2167	A2	63	80	0	0	404	P1-13-20	0	-
185	21.1667	21.3375	E5	41	80	0	0	406	P1-13-10	0	-
186	21.2292	21.4375	G5	53	80	0	0	408	P1-13-11	0	-
187	21.2667	21.4792	D3	105	80	0	0	408	P1-13-21	0	-
188	21.3667	21.5375	F#5	68	80	0	0	410	P1-13-12	0	-
189	21.4667	21.6583	F#3	110	80	0	0	412	P1-13-22	0	-
190	21.4875	21.6375	E5	36	80	0	0	412	P1-13-13	0	-
191	21.5667	21.6792	D5	34	80	0	0	414	P1-13-14	0	-
192	21.6667	21.9167	A3	89	80	0	0	416	P1-14-15	0	-
193	21.6875	21.8167	C#5	37	80	0	0	416	P1-14-1	0	-
194	21.75	21.8792	D5	39	80	0	0	418	P1-14-2	0	-
195	21.9083	22.1583	G3	114	80	0	0	420	P1-14-16	0	-
196	21.9875	22.2	A4	61	80	0	0	422	P1-14-4	0	-
197	22.0667	22.2167	D5	45	80	0	0	424	P1-14-5	0	-
198	22.0875	22.2792	F#3	106	80	0	0	424	P1-14-17	0	-
199	22.2875	22.5	D3	117	80	0	0	428	P1-14-18	0	-
200	22.4667	22.6375	G5	59	80	0	0	432	P1-14-7	0	-
201	22.4875	22.7792	C#3	108	80	0	0	432	P1-14-19	0	-
202	22.5875	22.7583	A5	54	80	0	0	434	P1-14-8	0	-
203	22.6875	22.8792	A2	65	80	0	0	436	P1-14-20	0	-
204	22.6875	22.8167	G5	49	80	0	0	436	P1-14-9	0	-
205	22.7875	22.9792	E5	45	80	0	0	438	P1-14-10	0	-
206	22.8667	23.0958	G5	64	80	0	0	440	P1-14-11	0	-
207	22.9083	23.0958	D3	121	80	0	0	440	P1-14-21	0	-
208	22.9875	23.1583	F#5	84	80	0	0	442	P1-14-12	0	-
209	23.1083	23.2958	F#3	121	80	0	0	444	P1-14-22	0	-
210	23.1083	23.2792	E5	39	80	0	0	444	P1-14-13	0	-
211	23.1875	23.3375	D5	49	80	0	0	446	P1-14-14	0	-
212	23.2875	23.6792	C#5	46	80	0	0	448	P1-15-1	0	-
213	23.3083	23.5958	A3	99	80	0	0	448	P1-15-19	0	-
214	23.3083	23.4	A2	57	80	0	0	448	P1-15-17	0	-
215	23.3083	23.5167	E3	70	80	0	0	448	P1-15-18	0	-
216	23.3083	23.4167	A4	32	80	0	0	-1	*	3	-
217	23.45	23.5792	E5	39	80	0	0	450	P1-15-2	0	-
218	23.5875	23.8583	A4	85	80	0	0	454	P1-15-4	0	-
219	23.6875	23.8375	F#5	96	80	0	0	456	P1-15-5	0	-
220	23.7292	24.0167	D3	123	80	0	0	456	P1-15-20	0	-
221	23.7292	23.9583	F#3	107	80	0	0	456	P1-15-21	0	-
222	23.7292	23.9792	A3	63	80	0	0	456	P1-15-22	0	-
223	23.8083	23.9583	A5	60	80	0	0	458	P1-15-6	0	-
224	23.9083	24.0958	F#5	94	80	0	0	460	P1-15-7	0	-
225	24.0083	24.1583	D5	62	80	0	0	462	P1-15-8	0	-
226	24.1083	24.2167	E4	69	80	0	0	-1	*	3	-
227	24.1292	24.4167	A3	98	80	0	0	464	P1-15-25	0	-
228	24.1292	24.2375	A4	39	80	0	0	-1	*	3	-
229	24.1292	24.5375	C#5	48	80	0	0	464	P1-15-9	0	-
230	24.15	24.2792	A2	62	80	0	0	464	P1-15-23	0	-
231	24.15	24.3375	E3	71	80	0	0	464	P1-15-24	0	-
232	24.2292	24.4167	E5	46	80	0	0	466	P1-15-10	0	-
233	24.4083	24.6583	A4	91	80	0	0	470	P1-15-12	0	-
234	24.5083	24.6583	F#5	112	80	0	0	472	P1-15-13	0	-
235	24.55	24.8583	D3	127	80	0	0	472	P1-15-26	0	-
236	24.5667	24.7958	F#3	108	80	0	0	472	P1-15-27	0	-
237	24.5875	24.8375	A3	63	80	0	0	472	P1-15-28	0	-
238	24.6292	24.8167	A5	57	80	0	0	474	P1-15-14	0	-
239	24.75	24.9375	F#5	88	80	0	0	476	P1-15-15	0	-
240	24.8292	25	D5	61	80	0	0	478	P1-15-16	0	-
241	24.95	25.1375	E5	69	80	0	0	480	P1-16-2	0	-
242	24.9667	25.1792	C#5	48	80	0	0	480	P1-16-1	0	-
243	25.1292	25.2792	A5	74	80	0	0	484	P1-16-5	0	-
244	25.15	25.2583	E4	53	80	0	0	-1	*	3	-
245	25.1667	25.3167	A3	94	80	0	0	484	P1-16-24	0	-
246	25.1875	25.2792	C#4	52	80	0	0	-1	*	3	-
247	25.35	25.5	E4	76	80	0	0	488	P1-16-7	1	-
248	25.35	25.5	A5	66	80	0	0	488	P1-16-8	0	-
249	25.3875	25.5167	C#3	80	80	0	0	488	P1-16-26	0	-
250	25.3875	25.7167	A3	81	80	0	0	488	P1-16-28	0	-
251	25.5292	25.6375	E4	65	80	0	0	492	P1-16-10	1	-
252	25.55	25.7167	A5	65	80	0	0	492	P1-16-11	0	-
253	25.5875	25.6792	C#4	54	80	0	0	492	P1-16-32	1	-
254	25.6083	25.7	C#3	59	80	0	0	492	P1-16-30	0	-
255	25.75	25.8792	E4	61	80	0	0	496	P1-16-12	1	-
256	25.7667	26.2583	A5	56	80	0	0	496	P1-16-14	0	-
257	25.7667	25.9	A4	59	80	0	0	496	P1-16-13	1	-
258	25.8083	26.1167	A3	76	80	0	0	496	P1-16-36	0	-
259	25.8083	26.0167	C#4	66	80	0	0	-1	*	3	-
260	25.8667	26.1792	E3	61	80	0	0	496	P1-16-35	0	-
261	25.9667	26.0958	C#3	61	80	0	0	496	P1-16-34	0	-
262	26.2292	26.3583	D5	36	80	0	0	504	P1-16-15	0	-
263	26.35	26.5167	B4	53	80	0	0	506	P1-16-17	0	-
264	26.45	26.6583	C#5	36	80	0	0	508	P1-16-18	0	-
265	26.5667	26.7167	D5	37	80	0	0	510	P1-16-19	0	-
266	26.6875	26.9792	A3	71	80	0	0	512	P1-17-9	0	-
267	26.7083	26.9583	D#5	41	80	0	0	512	P1-17-1	0	-
268	26.9667	27.0583	E5	32	80	0	0	516	P1-17-2	0	-
269	27.3083	27.4583	E5	36	80	0	0	524	P1-17-4	0	-
270	27.4083	27.5583	D4	57	80	0	0	524	P1-17-12	0	-
271	27.5292	27.7792	C#4	64	80	0	0	528	P1-17-13	0	-
272	27.5292	27.7375	A5	48	80	0	0	528	P1-17-5	0	-
273	27.75	27.9375	G#5	42	80	0	0	532	P1-17-6	0	-
274	27.9292	28.2	F#5	67	80	0	0	536	P1-17-7	0	-
275	27.9667	28.1792	A3	61	80	0	0	536	P1-17-15	0	-
276	28.1667	28.4792	C#4	59	80	0	0	540	P1-17-16	0	-
277	28.1875	28.3167	E5	34	80	0	0	540	P1-17-8	0	-
278	28.5875	28.7375	D5	34	80	0	0	548	P1-18-2	0	-
279	28.8083	29.0375	D4	65	80	0	0	552	P1-18-11	0	-
280	29.2083	29.4	E5	34	80	0	0	560	P1-18-5	0	-
281	29.2292	29.4792	G#3	87	80	0	0	560	P1-18-13	0	-
282	29.3875	29.6167	D5	34	80	0	0	564	P1-18-6	0	-
283	29.6292	29.8167	E3	65	80	0	0	568	P1-18-15	0	-
284	29.6667	29.8375	C#5	32	80	0	0	568	P1-18-7	0	-
285	29.8292	30	B4	52	80	0	0	572	P1-18-8	0	-
286	29.8875	30	D4	54	80	0	0	572	P1-18-16	0	-
//Missing 0	P1-1-3
//Missing 0	P1-1-14
//Missing 76	P1-3-12
